Technology (Process),PyPSA technology,Sector,Set,Description,Activity unit,Capacity unit,Type,Primary commodity group,Time slice level,Vintage,Aggregation Level 1
RW2FLPG100,residential hot water,RSD,.PRE.,Rsd.Water Heat.Dwelling.2F.LPG.00.Furnace.,PJ,GW,PRE,RW2F,ANNUAL,"0,00",RSD_PRE_PJ_GW
RW2FOIL100,residential hot water,RSD,.PRE.,Rsd.Water Heat.Dwelling.2F.OIL.00.Furnace.,PJ,GW,PRE,RW2F,ANNUAL,"0,00",RSD_PRE_PJ_GW
RW2FOILN1,residential hot water,RSD,.PRE.,Oil boiler-RW2F-New1,PJ,GW,PRE,RW2F,ANNUAL,"1,00",RSD_PRE_PJ_GW
RW2FPEL100,residential hot water,RSD,.PRE.,Rsd.Water Heat.Dwelling.2F.PEL.00.Stove.,PJ,GW,PRE,RW2F,ANNUAL,"0,00",RSD_PRE_PJ_GW
RW2FPELN1,residential hot water,RSD,.PRE.,Wood pellets boiler water heater-RW2F-New1,PJ,GW,PRE,RW2F,ANNUAL,"1,00",RSD_PRE_PJ_GW
RW2FSOL100,residential hot water,RSD,.PRE.,Rsd.Water Heat.Dwelling.2F.SOL.00.Furnace.,PJ,GW,PRE,RW2F,ANNUAL,"0,00",RSD_PRE_PJ_GW
RW3FCOA100,residential hot water,RSD,.PRE.,Rsd.Water Heat.Dwelling.3F.COA.00.Furnace.,PJ,GW,PRE,RW3F,ANNUAL,"0,00",RSD_PRE_PJ_GW
RW3FELC100,residential hot water,RSD,.PRE.,Rsd.Water Heat.Dwelling.3F.ELC.00.Water Heater.,PJ,GW,PRE,RW3F,ANNUAL,"0,00",RSD_PRE_PJ_GW
RW3FELC101,residential hot water,RSD,.PRE.,Rsd.Water Heat.Dwelling.3F.ELC.00.Heat Pump.,PJ,GW,PRE,RW3F,ANNUAL,"0,00",RSD_PRE_PJ_GW
RW3FGMX100,residential hot water,RSD,.PRE.,Rsd.Water Heat.Dwelling.3F.GMX.00.Furnace.,PJ,GW,PRE,RW3F,ANNUAL,"0,00",RSD_PRE_PJ_GW
RW3FGMXN3,residential hot water,RSD,.PRE.,Natural gas boiler-RW3F-New3,PJ,GW,PRE,RW3F,ANNUAL,"1,00",RSD_PRE_PJ_GW
RW3FLOG100,residential hot water,RSD,.PRE.,Rsd.Water Heat.Dwelling.3F.LOG.00.Stove.,PJ,GW,PRE,RW3F,ANNUAL,"0,00",RSD_PRE_PJ_GW
RW3FLPG100,residential hot water,RSD,.PRE.,Rsd.Water Heat.Dwelling.3F.LPG.00.Furnace.,PJ,GW,PRE,RW3F,ANNUAL,"0,00",RSD_PRE_PJ_GW
RW3FOIL100,residential hot water,RSD,.PRE.,Rsd.Water Heat.Dwelling.3F.OIL.00.Furnace.,PJ,GW,PRE,RW3F,ANNUAL,"0,00",RSD_PRE_PJ_GW
RW3FOILN3,residential hot water,RSD,.PRE.,Oil boiler-RW3F-New3,PJ,GW,PRE,RW3F,ANNUAL,"1,00",RSD_PRE_PJ_GW
RW3FPEL100,residential hot water,RSD,.PRE.,Rsd.Water Heat.Dwelling.3F.PEL.00.Stove.,PJ,GW,PRE,RW3F,ANNUAL,"0,00",RSD_PRE_PJ_GW
RW3FPELN3,residential hot water,RSD,.PRE.,Wood pellets boiler water heater-RW3F-New3,PJ,GW,PRE,RW3F,ANNUAL,"1,00",RSD_PRE_PJ_GW
RW3FSOL100,residential hot water,RSD,.PRE.,Rsd.Water Heat.Dwelling.3F.SOL.00.Furnace.,PJ,GW,PRE,RW3F,ANNUAL,"0,00",RSD_PRE_PJ_GW
RW4FELC100,residential hot water,RSD,.PRE.,Rsd.Water Heat.Dwelling.4F.ELC.00.Water Heater.,PJ,GW,PRE,RW4F,ANNUAL,"0,00",RSD_PRE_PJ_GW
RW4FELC101,residential hot water,RSD,.PRE.,Rsd.Water Heat.Dwelling.4F.ELC.00.Heat Pump.,PJ,GW,PRE,RW4F,ANNUAL,"0,00",RSD_PRE_PJ_GW
RW4FGMX100,residential hot water,RSD,.PRE.,Rsd.Water Heat.Dwelling.4F.GMX.00.Furnace.,PJ,GW,PRE,RW4F,ANNUAL,"0,00",RSD_PRE_PJ_GW
RW4FGMXN1,residential hot water,RSD,.PRE.,Natural gas boiler-RW4F-New1,PJ,GW,PRE,RW4F,ANNUAL,"1,00",RSD_PRE_PJ_GW
RW4FLOG100,residential hot water,RSD,.PRE.,Rsd.Water Heat.Dwelling.4F.LOG.00.Stove.,PJ,GW,PRE,RW4F,ANNUAL,"0,00",RSD_PRE_PJ_GW
RW4FLPG100,residential hot water,RSD,.PRE.,Rsd.Water Heat.Dwelling.4F.LPG.00.Furnace.,PJ,GW,PRE,RW4F,ANNUAL,"0,00",RSD_PRE_PJ_GW
RW4FOIL100,residential hot water,RSD,.PRE.,Rsd.Water Heat.Dwelling.4F.OIL.00.Furnace.,PJ,GW,PRE,RW4F,ANNUAL,"0,00",RSD_PRE_PJ_GW
RW4FOILN1,residential hot water,RSD,.PRE.,Oil boiler-RW4F-New1,PJ,GW,PRE,RW4F,ANNUAL,"1,00",RSD_PRE_PJ_GW
RW4FPEL100,residential hot water,RSD,.PRE.,Rsd.Water Heat.Dwelling.4F.PEL.00.Stove.,PJ,GW,PRE,RW4F,ANNUAL,"0,00",RSD_PRE_PJ_GW
RW4FPELN1,residential hot water,RSD,.PRE.,Wood pellets boiler water heater-RW4F-New1,PJ,GW,PRE,RW4F,ANNUAL,"1,00",RSD_PRE_PJ_GW
RW4FSOL100,residential hot water,RSD,.PRE.,Rsd.Water Heat.Dwelling.4F.SOL.00.Furnace.,PJ,GW,PRE,RW4F,ANNUAL,"0,00",RSD_PRE_PJ_GW
RWAPCOA100,residential hot water,RSD,.PRE.,Rsd.Water Heat.Dwelling.AP.COA.00.Furnace.,PJ,GW,PRE,RWAP,ANNUAL,"0,00",RSD_PRE_PJ_GW
RWAPELC100,residential hot water,RSD,.PRE.,Rsd.Water Heat.Dwelling.AP.ELC.00.Water Heater.,PJ,GW,PRE,RWAP,ANNUAL,"0,00",RSD_PRE_PJ_GW
RWAPELC101,residential hot water,RSD,.PRE.,Rsd.Water Heat.Dwelling.AP.ELC.00.Heat Pump.,PJ,GW,PRE,RWAP,ANNUAL,"0,00",RSD_PRE_PJ_GW
RWAPGMX100,residential hot water,RSD,.PRE.,Rsd.Water Heat.Dwelling.AP.GMX.00.Furnace.,PJ,GW,PRE,RWAP,ANNUAL,"0,00",RSD_PRE_PJ_GW
RWAPGMXN1,residential hot water,RSD,.PRE.,Natural gas boiler-RWAP-New1,PJ,GW,PRE,RWAP,ANNUAL,"1,00",RSD_PRE_PJ_GW
RWAPLOG100,residential hot water,RSD,.PRE.,Rsd.Water Heat.Dwelling.AP.LOG.00.Stove.,PJ,GW,PRE,RWAP,ANNUAL,"0,00",RSD_PRE_PJ_GW
RWAPLPG100,residential hot water,RSD,.PRE.,Rsd.Water Heat.Dwelling.AP.LPG.00.Furnace.,PJ,GW,PRE,RWAP,ANNUAL,"0,00",RSD_PRE_PJ_GW
RWAPOIL100,residential hot water,RSD,.PRE.,Rsd.Water Heat.Dwelling.AP.OIL.00.Furnace.,PJ,GW,PRE,RWAP,ANNUAL,"0,00",RSD_PRE_PJ_GW
RWAPPEL100,residential hot water,RSD,.PRE.,Rsd.Water Heat.Dwelling.AP.PEL.00.Stove.,PJ,GW,PRE,RWAP,ANNUAL,"0,00",RSD_PRE_PJ_GW
RWAPSOL100,residential hot water,RSD,.PRE.,Rsd.Water Heat.Dwelling.AP.SOL.00.Furnace.,PJ,GW,PRE,RWAP,ANNUAL,"0,00",RSD_PRE_PJ_GW
RWN2FELCHPN1,residential hot water,RSD,.PRE.,Electric heat pump water heater-RWN2F-New1,PJ,GW,PRE,RWN2F,ANNUAL,"1,00",RSD_PRE_PJ_GW
RWN2FGMXN1,residential hot water,RSD,.PRE.,Natural gas boiler-RWN2F-New1,PJ,GW,PRE,RWN2F,ANNUAL,"1,00",RSD_PRE_PJ_GW
RWN3FELCHPN1,residential hot water,RSD,.PRE.,Electric heat pump water heater-RWN3F-New1,PJ,GW,PRE,RWN3F,ANNUAL,"1,00",RSD_PRE_PJ_GW
RWN3FGMXN3,residential hot water,RSD,.PRE.,Natural gas boiler-RWN3F-New3,PJ,GW,PRE,RWN3F,ANNUAL,"1,00",RSD_PRE_PJ_GW
RWN4FELCHPN1,residential hot water,RSD,.PRE.,Electric heat pump water heater-RWN4F-New1,PJ,GW,PRE,RWN4F,ANNUAL,"1,00",RSD_PRE_PJ_GW
RWN4FGMXN1,residential hot water,RSD,.PRE.,Natural gas boiler-RWN4F-New1,PJ,GW,PRE,RWN4F,ANNUAL,"1,00",RSD_PRE_PJ_GW
RWNAPELCHPN1,residential hot water,RSD,.PRE.,Electric heat pump water heater-RWNAP-New1,PJ,GW,PRE,RWNAP,ANNUAL,"1,00",RSD_PRE_PJ_GW
RWNAPGMXN1,residential hot water,RSD,.PRE.,Natural gas boiler-RWNAP-New1,PJ,GW,PRE,RWNAP,ANNUAL,"1,00",RSD_PRE_PJ_GW
Retrofit-M_C_SA,COM_PRE_PJ_MM2,COM,.PRE.,Retrofit-M_C_SA,PJ,MM2,PRE,Retrofit-M_C_SA_NRGI,ANNUAL,"0,00",COM_PRE_PJ_MM2
Retrofit-S_C_BA,COM_PRE_PJ_MM2,COM,.PRE.,Retrofit-S_C_BA,PJ,MM2,PRE,Retrofit-S_C_BA_NRGI,ANNUAL,"0,00",COM_PRE_PJ_MM2
Retrofit-S_C_BP,COM_PRE_PJ_MM2,COM,.PRE.,Retrofit-S_C_BP,PJ,MM2,PRE,Retrofit-S_C_BP_NRGI,ANNUAL,"0,00",COM_PRE_PJ_MM2
Retrofit-S_C_CO,COM_PRE_PJ_MM2,COM,.PRE.,Retrofit-S_C_CO,PJ,MM2,PRE,Retrofit-S_C_CO_NRGI,ANNUAL,"0,00",COM_PRE_PJ_MM2
Retrofit-S_C_CS,COM_PRE_PJ_MM2,COM,.PRE.,Retrofit-S_C_CS,PJ,MM2,PRE,Retrofit-S_C_CS_NRGI,ANNUAL,"0,00",COM_PRE_PJ_MM2
Retrofit-S_C_EN,COM_PRE_PJ_MM2,COM,.PRE.,Retrofit-S_C_EN,PJ,MM2,PRE,Retrofit-S_C_EN_NRGI,ANNUAL,"0,00",COM_PRE_PJ_MM2
Retrofit-S_C_SA,COM_PRE_PJ_MM2,COM,.PRE.,Retrofit-S_C_SA,PJ,MM2,PRE,Retrofit-S_C_SA_NRGI,ANNUAL,"0,00",COM_PRE_PJ_MM2
Retrofit-S_R_2Fac1958,RSD_PRE_PJ_MM2,RSD,.PRE.,Retrofit Sols Dwellings R_2Fac1958,PJ,MM2,PRE,Retrofit-S_R_2Fac1958_NRGI,ANNUAL,"0,00",RSD_PRE_PJ_MM2
Retrofit-S_R_2Fac1976,RSD_PRE_PJ_MM2,RSD,.PRE.,Retrofit Sols Dwellings R_2Fac1976,PJ,MM2,PRE,Retrofit-S_R_2Fac1976_NRGI,ANNUAL,"0,00",RSD_PRE_PJ_MM2
Retrofit-S_R_3Fac1989,RSD_PRE_PJ_MM2,RSD,.PRE.,Retrofit Sols Dwellings R_3Fac1989,PJ,MM2,PRE,Retrofit-S_R_3Fac1989_NRGI,ANNUAL,"0,00",RSD_PRE_PJ_MM2
Retrofit-S_R_3Fac2005,RSD_PRE_PJ_MM2,RSD,.PRE.,Retrofit Sols Dwellings R_3Fac2005,PJ,MM2,PRE,Retrofit-S_R_3Fac2005_NRGI,ANNUAL,"0,00",RSD_PRE_PJ_MM2
Retrofit-S_R_4Fac1958,RSD_PRE_PJ_MM2,RSD,.PRE.,Retrofit Sols Dwellings R_4Fac1958,PJ,MM2,PRE,Retrofit-S_R_4Fac1958_NRGI,ANNUAL,"0,00",RSD_PRE_PJ_MM2
Retrofit-S_R_4Fac1989,RSD_PRE_PJ_MM2,RSD,.PRE.,Retrofit Sols Dwellings R_4Fac1989,PJ,MM2,PRE,Retrofit-S_R_4Fac1989_NRGI,ANNUAL,"0,00",RSD_PRE_PJ_MM2
Retrofit-S_R_4Fac2005,RSD_PRE_PJ_MM2,RSD,.PRE.,Retrofit Sols Dwellings R_4Fac2005,PJ,MM2,PRE,Retrofit-S_R_4Fac2005_NRGI,ANNUAL,"0,00",RSD_PRE_PJ_MM2
Retrofit-S_R_Appa1945,RSD_PRE_PJ_MM2,RSD,.PRE.,Retrofit Sols Dwellings R_Appa1945,PJ,MM2,PRE,Retrofit-S_R_Appa1945_NRGI,ANNUAL,"0,00",RSD_PRE_PJ_MM2
Retrofit-S_R_Appa1958,RSD_PRE_PJ_MM2,RSD,.PRE.,Retrofit Sols Dwellings R_Appa1958,PJ,MM2,PRE,Retrofit-S_R_Appa1958_NRGI,ANNUAL,"0,00",RSD_PRE_PJ_MM2
Retrofit-S_R_Appa1989,RSD_PRE_PJ_MM2,RSD,.PRE.,Retrofit Sols Dwellings R_Appa1989,PJ,MM2,PRE,Retrofit-S_R_Appa1989_NRGI,ANNUAL,"0,00",RSD_PRE_PJ_MM2
Retrofit-S_R_Appa2005,RSD_PRE_PJ_MM2,RSD,.PRE.,Retrofit Sols Dwellings R_Appa2005,PJ,MM2,PRE,Retrofit-S_R_Appa2005_NRGI,ANNUAL,"0,00",RSD_PRE_PJ_MM2
Retrofit-T_C_BA,COM_PRE_PJ_MM2,COM,.PRE.,Retrofit-T_C_BA,PJ,MM2,PRE,Retrofit-T_C_BA_NRGI,ANNUAL,"0,00",COM_PRE_PJ_MM2
Retrofit-T_C_BP,COM_PRE_PJ_MM2,COM,.PRE.,Retrofit-T_C_BP,PJ,MM2,PRE,Retrofit-T_C_BP_NRGI,ANNUAL,"0,00",COM_PRE_PJ_MM2
Retrofit-T_C_CO,COM_PRE_PJ_MM2,COM,.PRE.,Retrofit-T_C_CO,PJ,MM2,PRE,Retrofit-T_C_CO_NRGI,ANNUAL,"0,00",COM_PRE_PJ_MM2
Retrofit-T_C_EN,COM_PRE_PJ_MM2,COM,.PRE.,Retrofit-T_C_EN,PJ,MM2,PRE,Retrofit-T_C_EN_NRGI,ANNUAL,"0,00",COM_PRE_PJ_MM2
Retrofit-T_C_SA,COM_PRE_PJ_MM2,COM,.PRE.,Retrofit-T_C_SA,PJ,MM2,PRE,Retrofit-T_C_SA_NRGI,ANNUAL,"0,00",COM_PRE_PJ_MM2
SELCH2EC01_LowAF,SUP_PRE_PJ_GW (Centralized CHP - Pseudo with LowAF),SUP,.PRE.,"H2 Production-Alkaline Electrolyser, large size, centralized - Pseudo with LowAF",PJ,GW,PRE,MEOOXY,DAYNITE,"1,00",SUP_PRE_PJ_GW (Centralized CHP - Pseudo with LowAF)
SELCH2PEM01_LowAF,SUP_PRE_PJ_GW,SUP,.PRE.,PEM Electrolyzer - Proton Exchange Membrane - Pseudo with LowAF,PJ,GW,PRE,MEOOXY,DAYNITE,"1,00",SUP_PRE_PJ_GW
SGASH2RC01,SUP_PRE_PJ_GW (Centralized CHP),SUP,.PRE.,"H2 Production-Methane Steam Reforming, large size, centralized",PJ,GW,PRE,SGASH2RC01_MATO,DAYNITE,"1,00",SUP_PRE_PJ_GW (Centralized CHP)
SGASH2RC02,SUP_PRE_PJ_GW (Centralized CHP),SUP,.PRE.,"H2 Production-Methane Steam Reforming, small size, centralized",PJ,GW,PRE,SGASH2RC02_MATO,DAYNITE,"1,00",SUP_PRE_PJ_GW (Centralized CHP)
STORAGEMINELC,SUP_PRE_KT_MTA,SUP,.PRE.CCSSTG.,STORAGEMINELC,KT,MTA,PRE,CO2STOCK,ANNUAL,"1,00",SUP_PRE_KT_MTA
STORAGEMININD,SUP_PRE_KT_MTA,SUP,.PRE.CCSSTG.,STORAGEMININD,KT,MTA,PRE,CO2STOCK,ANNUAL,"1,00",SUP_PRE_KT_MTA
SUPBGS00,Fuel Tech - biogas,SUP,.PRE.,Fuel Tech - biogas,PJ,PJA,PRE,SUPBGS,ANNUAL,"0,00",Fuel Tech - biogas
SUPDST00,Fuel Tech - Mazout,SUP,.PRE.,Fuel Tech - Mazout (SUP),PJ,PJA,PRE,SUPDST,ANNUAL,"0,00",Fuel Tech - Mazout
SUPELC00,Fuel Tech - Electricity,SUP,.PRE.,Fuel Tech - Electricity (SUP),PJ,PJA,PRE,SUPELC,ANNUAL,"0,00",Fuel Tech - Electricity
SUPGAS00,Fuel Tech - Natural Gas,SUP,.PRE.,Fuel Tech - Natural Gas (SUP),PJ,PJA,PRE,SUPGAS,ANNUAL,"0,00",Fuel Tech - Natural Gas
SUPGMX00,Fuel Tech - Natural Gas biogas mixed,SUP,.PRE.,Fuel Tech - Natural Gas biogas mixed (SUP),PJ,PJA,PRE,SUPGMX,ANNUAL,"0,00",Fuel Tech - Natural Gas biogas mixed
TADFKER00,Aviation,TRA,.DMD.,Aviation Domestic Freight Kerosene Tech Existing,PJ,PJA,DMD,TADF,ANNUAL,"0,00",TRA_DMD_PJ_PJA
TADPKER00,Aviation,TRA,.DMD.,Aviation Domestic Passengers Kerosene Tech Existing,PJ,PJA,DMD,TADP,ANNUAL,"0,00",TRA_DMD_PJ_PJA
TAIFKER00,Aviation,TRA,.DMD.,Aviation International Freight Kerosene Tech Existing,PJ,PJA,DMD,TAIF,ANNUAL,"0,00",TRA_DMD_PJ_PJA
TAIPKER00,Aviation,TRA,.DMD.,Aviation International Passengers Kerosene Tech Existing,PJ,PJA,DMD,TAIP,ANNUAL,"0,00",TRA_DMD_PJ_PJA
TAVDOMBDLFN01,Aviation,TRA,.DMD.TADF.,Transport marchandise - Aviation - Domestic - Biokerosene (New),PJ,000VEH,DMD,TADF,ANNUAL,"1,00",TRA_DMD_PJ_000VEH
TAVDOMBDLPN01,Aviation,TRA,.DMD.TADP.,Transport personne - Aviation - Domestic - Biokerosene (New),PJ,000VEH,DMD,TADP,ANNUAL,"1,00",TRA_DMD_PJ_000VEH
TAVINTHH2PN01,Aviation,TRA,.DMD.TAIP.,Transport personne- Aviation - International - Hydrogen (New),PJ,000VEH,DMD,TAIP,ANNUAL,"1,00",TRA_DMD_PJ_000VEH
TBUSBDLU00,Road transport (public),TRA,.DMD.,Buses Biodiesel Urban Existing,BVKM,000VEH,DMD,TBU,ANNUAL,"0,00",TRA_DMD_BVKM_000VEH
TBUSDSTC00,Road transport (public),TRA,.DMD.,Buses Diesel Coaches Existing,BVKM,000VEH,DMD,TBC,ANNUAL,"0,00",TRA_DMD_BVKM_000VEH
TBUSDSTU00,Road transport (public),TRA,.DMD.,Buses Diesel Urban Existing,BVKM,000VEH,DMD,TBU,ANNUAL,"0,00",TRA_DMD_BVKM_000VEH
TBUSDSTUN01,Road transport (public),TRA,.DMD.TRADBU.,Buses Diesel Urban New,BVKM,000VEH,DMD,TBU,ANNUAL,"1,00",TRA_DMD_BVKM_000VEH
TBUSETHCN01,Road transport (public),TRA,.DMD.TRADBU.,Buses Ethanol Coach New,BVKM,000VEH,DMD,TBC,ANNUAL,"1,00",TRA_DMD_BVKM_000VEH
TBUSGMXU00,Road transport (public),TRA,.DMD.,Buses CNG Urban Existing,BVKM,000VEH,DMD,TBU,ANNUAL,"0,00",TRA_DMD_BVKM_000VEH
TBUSHDSTU00,Road transport (public),TRA,.DMD.,Buses Hybrid Diesel Urban Existing,BVKM,000VEH,DMD,TBU,ANNUAL,"0,00",TRA_DMD_BVKM_000VEH
TCARDSTEX00,Cars,TRA,.DMD.,Cars Diesel Executive Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",TRA_DMD_BVKM_000VEH
TCARDSTMU00,Cars,TRA,.DMD.,Cars Diesel Medium-Upper Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",TRA_DMD_BVKM_000VEH
TCARDSTML00,Cars,TRA,.DMD.,Cars Diesel Medium-Lower Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",TRA_DMD_BVKM_000VEH
TCARDSTMLN01,Cars,TRA,.DMD.TRADCA.,Cars Diesel Medium-Lower New,BVKM,000VEH,DMD,TCAR,ANNUAL,"1,00",TRA_DMD_BVKM_000VEH
TCARDSTSM00,Cars,TRA,.DMD.,Cars Diesel small Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",TRA_DMD_BVKM_000VEH
TCARDSTSMN01,Cars,TRA,.DMD.TRADCA.,Cars Diesel Small New,BVKM,000VEH,DMD,TCAR,ANNUAL,"1,00",TRA_DMD_BVKM_000VEH
TCARDTSHEVEX00,Cars,TRA,.DMD.,Cars PHEV Diesel Executive Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",TRA_DMD_BVKM_000VEH
TCARELCEXN01,Cars,TRA,.DMD.TRADCA.,Cars Electric Executive New,BVKM,000VEH,DMD,TCAR,ANNUAL,"1,00",TRA_DMD_BVKM_000VEH
TCARELCML00,Cars,TRA,.DMD.,Cars Electric Medium-Lower Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",TRA_DMD_BVKM_000VEH
TCARELCMLN01,Cars,TRA,.DMD.TRADCA.,Cars Electric Medium-Lower New,BVKM,000VEH,DMD,TCAR,ANNUAL,"1,00",TRA_DMD_BVKM_000VEH
TCARELCMUN01,Cars,TRA,.DMD.TRADCA.,Cars Electric Medium-Upper New,BVKM,000VEH,DMD,TCAR,ANNUAL,"1,00",TRA_DMD_BVKM_000VEH
TCARELCSMN01,Cars,TRA,.DMD.TRADCA.,Cars Electric Small New,BVKM,000VEH,DMD,TCAR,ANNUAL,"1,00",TRA_DMD_BVKM_000VEH
TCARGMXEX00,Cars,TRA,.DMD.,Cars CNG Executive Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",TRA_DMD_BVKM_000VEH
TCARGMXML00,Cars,TRA,.DMD.,Cars CNG Medium-Lower Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",TRA_DMD_BVKM_000VEH
TCARGMXMU00,Cars,TRA,.DMD.,Cars CNG Medium-Upper Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",TRA_DMD_BVKM_000VEH
TCARGSLEX00,Cars,TRA,.DMD.,Cars Gasoline Executive Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",TRA_DMD_BVKM_000VEH
TCARGSLHEVEX00,Cars,TRA,.DMD.,Cars PHEV Gasoline  Executive Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",TRA_DMD_BVKM_000VEH
TCARGSLHEVML00,Cars,TRA,.DMD.,Cars PHEV Gasoline  Medium-Lower Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",TRA_DMD_BVKM_000VEH
TCARGSLHEVMU00,Cars,TRA,.DMD.,Cars PHEV Gasoline  Medium-Upper Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",TRA_DMD_BVKM_000VEH
TCARGSLHYBMLN01,Cars,TRA,.DMD.TRADCA.,Cars Hybrid Gasoline Medium-Lower New,BVKM,000VEH,DMD,TCAR,ANNUAL,"1,00",TRA_DMD_BVKM_000VEH
TCARGSLML00,Cars,TRA,.DMD.,Cars Gasoline Medium-Lower Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",TRA_DMD_BVKM_000VEH
TCARGSLMU00,Cars,TRA,.DMD.,Cars Gasoline Medium-Upper Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",TRA_DMD_BVKM_000VEH
TCARGSLMUN01,Cars,TRA,.DMD.TRADCA.,Cars Gasoline Medium-Upper New,BVKM,000VEH,DMD,TCAR,ANNUAL,"1,00",TRA_DMD_BVKM_000VEH
TCARGSLSM00,Cars,TRA,.DMD.,Cars Gasoline Small Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",TRA_DMD_BVKM_000VEH
TCARHGSLEX00,Cars,TRA,.DMD.,Cars Hybrid Gasoline Executive Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",TRA_DMD_BVKM_000VEH
TCARHGSLML00,Cars,TRA,.DMD.,Cars Hybrid Gasoline Medium-Lower Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",TRA_DMD_BVKM_000VEH
TCARHGSLMU00,Cars,TRA,.DMD.,Cars Hybrid Gasoline Medium-Upper Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",TRA_DMD_BVKM_000VEH
TCARHGSLSM00,Cars,TRA,.DMD.,Cars Hybrid Gasoline small Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",TRA_DMD_BVKM_000VEH
TCARLPGEX00,Cars,TRA,.DMD.,Cars LPG Executive Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",TRA_DMD_BVKM_000VEH
TCARLPGML00,Cars,TRA,.DMD.,Cars LPG Medium-Lower Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",TRA_DMD_BVKM_000VEH
TCARLPGMLN01,Cars,TRA,.DMD.TRADCA.,Cars LPG Medium-Lower New,BVKM,000VEH,DMD,TCAR,ANNUAL,"1,00",TRA_DMD_BVKM_000VEH
TCARLPGMU00,Cars,TRA,.DMD.,Cars LPG Medium-Upper Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",TRA_DMD_BVKM_000VEH
TCARLPGSM00,Cars,TRA,.DMD.,Cars LPG small Existing,BVKM,000VEH,DMD,TCAR,ANNUAL,"0,00",TRA_DMD_BVKM_000VEH
TCHARGHOMN01,EV charger,TRA,.PRE.,Home EV charger,PJ,GW,PRE,BATELCIN,DAYNITE,"0,00",TRA_PRE_PJ_GW
TCHARGHOMSMARTN01,EV charger,TRA,.PRE.,Home EV smart charger,PJ,GW,PRE,RSDELC,DAYNITE,"0,00",TRA_PRE_PJ_GW
TCHARGWRKN01,EV charger,TRA,.PRE.,EV charging at home,PJ,GW,PRE,BATELCIN,DAYNITE,"0,00",TRA_PRE_PJ_GW
THDTDSTH200,Road Freight,TRA,.DMD.,Heavy Duty Trucks Diesel Less than 14 t Existing,BVKM,000VEH,DMD,THDT,ANNUAL,"0,00",TRA_DMD_BVKM_000VEH
THDTDSTH2N01,Road Freight,TRA,.DMD.TRADTH.,Heavy Duty Trucks Diesel Less than 14 t New,BVKM,000VEH,DMD,THDT,ANNUAL,"1,00",TRA_DMD_BVKM_000VEH
THDTDSTH300,Road Freight,TRA,.DMD.,Heavy Duty Trucks Diesel Between 14-28 t Existing,BVKM,000VEH,DMD,THDT,ANNUAL,"0,00",TRA_DMD_BVKM_000VEH
THDTDSTH3N01,Road Freight,TRA,.DMD.TRADTH.,Heavy Duty Trucks Diesel  Between 14-28  New,BVKM,000VEH,DMD,THDT,ANNUAL,"1,00",TRA_DMD_BVKM_000VEH
THDTDSTH400,Road Freight,TRA,.DMD.,Heavy Duty Trucks Diesel Between 28-40 t Existing,BVKM,000VEH,DMD,THDT,ANNUAL,"0,00",TRA_DMD_BVKM_000VEH
THDTDSTH4N01,Road Freight,TRA,.DMD.TRADTH.,Heavy Duty Trucks Diesel  Between 28-40 t New,BVKM,000VEH,DMD,THDT,ANNUAL,"1,00",TRA_DMD_BVKM_000VEH
THDTDSTH500,Road Freight,TRA,.DMD.,Heavy Duty Trucks Diesel Between 40-50 t Existing,BVKM,000VEH,DMD,THDT,ANNUAL,"0,00",TRA_DMD_BVKM_000VEH
THDTDSTH5N01,Road Freight,TRA,.DMD.TRADTH.,Heavy Duty Trucks Diesel Between 40-50 t New,BVKM,000VEH,DMD,THDT,ANNUAL,"1,00",TRA_DMD_BVKM_000VEH
THDTDSTHYBH5N01,Road Freight,TRA,.DMD.TRADTH.,Heavy Duty Trucks Hybrid Diesel Between 40-50 t New,BVKM,000VEH,DMD,THDT,ANNUAL,"1,00",TRA_DMD_BVKM_000VEH
